month_year,,County,new_store_name,store_market_share,brand_market_share
2012-01,,Adair,Fareway,0.214995648,0.03678199
2012-01,,Adair,Hometown,0.303518108,0.049488707
2012-01,,Adair,KUM,0.2245366,0.065359988
2012-01,,Adair,Nodaway,0.197269928,0.031841891
2012-01,,Adair,R,0.059679715,0.006123256
2012-01,,Adams,West,1,0.206635247
2012-01,,Allamakee,Double,0.28554124,0.046499878
2012-01,,Allamakee,Fareway,0.074262145,0.007510191
2012-01,,Allamakee,Hartig,0.011040387,0.000498336
2012-01,,Allamakee,Lansing,0.177085737,0.039017721
2012-01,,Allamakee,Quillins,0.369875343,0.069153466
2012-01,,Allamakee,Spice-n-ice,0.082195148,0.007465839
2012-01,,Appanoose,Elliott's,0.073166683,0.017182608
2012-01,,Appanoose,Fareway,0.073079195,0.021535987
2012-01,,Appanoose,Hy-Vee,0.350965271,0.041050507
2012-01,,Appanoose,J,0.219694268,0.030168085
2012-01,,Appanoose,Quick,0.106137731,0.00347516
2012-01,,Appanoose,Wal-Mart,0.176956853,0.027658119
2012-01,,Audubon,Audubon,0.873333145,0.154404593
2012-01,,Audubon,Casey's,0.126666855,0.032821247
2012-01,,Benton,Belle,0.018940039,0.004178917
2012-01,,Benton,Casey's,0.061771613,0.024005919
2012-01,,Benton,Fareway,0.436466315,0.079983556
2012-01,,Benton,Grieder,0.275352433,0.047568967
2012-01,,Benton,Karam,0.108800435,0.017880279
2012-01,,Benton,Roy's,0.098669165,0.026358362
2012-01,,Black Hawk,Ali's,0.010599587,0.000728205
2012-01,,Black Hawk,B,0.006166298,0.001181929
2012-01,,Black Hawk,Barmuda,0.036251671,0.007881028
2012-01,,Black Hawk,Broadway,0.010619281,0.001805043
2012-01,,Black Hawk,CVS,0.026833342,0.005632774
2012-01,,Black Hawk,Casey's,0.002393581,0.000323668
2012-01,,Black Hawk,City,0.015152829,0.005398853
2012-01,,Black Hawk,Fareway,0.020737936,0.003764039
2012-01,,Black Hawk,Five,0.021331086,0.004458213
2012-01,,Black Hawk,Hillstreet,0.079060322,0.019656319
2012-01,,Black Hawk,Hometown,0.013278298,0.001149522
2012-01,,Black Hawk,Hy-Vee,0.303099388,0.065260552
2012-01,,Black Hawk,Kroegers,0.006528252,0.001819381
2012-01,,Black Hawk,Kum,0.005281353,0.00086673
2012-01,,Black Hawk,Kwik,0.013155872,0.003067381
2012-01,,Black Hawk,Liquor,0.041613862,0.010689659
2012-01,,Black Hawk,Logan,0.012089106,0.002361657
2012-01,,Black Hawk,Metro,0.004264528,0.000535275
2012-01,,Black Hawk,NEW,0.004474867,0.001037001
2012-01,,Black Hawk,Neighborhood,0.008079042,0.001275596
2012-01,,Black Hawk,New,0.039194802,0.007223621
2012-01,,Black Hawk,Prime,0.016091373,0.003090826
2012-01,,Black Hawk,STATION,0.004212889,0.000921932
2012-01,,Black Hawk,Sam's,0.107106522,0.013326154
2012-01,,Black Hawk,Save,0.013658898,0.002278366
2012-01,,Black Hawk,Station,0.009509019,0.002418788
2012-01,,Black Hawk,Sycamore,0.064522579,0.017248672
2012-01,,Black Hawk,Target,0.012439091,0.003771113
2012-01,,Black Hawk,Thriftway,0.013424296,0.002451341
2012-01,,Black Hawk,Wal-Mart,0.067687861,0.015928324
2012-01,,Black Hawk,Xo,0.011142167,0.001858443
2012-01,,Boone,Clark's,0.074077859,0.017916544
2012-01,,Boone,Fareway,0.250601619,0.076787884
2012-01,,Boone,Hy-Vee,0.538097662,0.183176558
2012-01,,Boone,KUM,0.022265169,0.000289554
2012-01,,Boone,Kum,0.044621034,0.007491083
2012-01,,Boone,The,0.040299639,0.005390434
2012-01,,Boone,Wal-Mart,0.030037018,0.008977583
2012-01,,Bremer,Dick's,0.167292729,0.036588878
2012-01,,Bremer,Fareway,0.037710734,0.004878303
2012-01,,Bremer,Hy-Vee,0.452406331,0.14019064
2012-01,,Bremer,Liquor,0.11864286,0.029010613
2012-01,,Bremer,Super,0.059534813,0.011520216
2012-01,,Bremer,The,0.053537573,0.008969584
2012-01,,Bremer,Wal-Mart,0.11087496,0.030707569
2012-01,,Buchanan,Buchanan,0.090209314,0.026433968
2012-01,,Buchanan,C,0.19575077,0.04105992
2012-01,,Buchanan,Fairbank,0.074261369,0.011037796
2012-01,,Buchanan,Fareway,0.096155104,0.01276986
2012-01,,Buchanan,Hartig,0.147905695,0.035129478
2012-01,,Buchanan,Jesup,0.117054283,0.029548643
2012-01,,Buchanan,Mcelroy's,0.05820862,0.022347061
2012-01,,Buchanan,Wal-Mart,0.220454845,0.048791726
2012-01,,Buena Vista,Al's,0.358528035,0.050387349
2012-01,,Buena Vista,Dyno's,0.061024713,0.010745742
2012-01,,Buena Vista,Fareway,0.042660914,0.006427439
2012-01,,Buena Vista,Hy-Vee,0.278937663,0.037506404
2012-01,,Buena Vista,Sichanh,0.027985438,0.002077162
2012-01,,Buena Vista,Sioux,0.055732547,0.009732329
2012-01,,Buena Vista,Wal-Mart,0.175130689,0.032367047
2012-01,,Butler,Brothers,0.451982664,0.096751231
2012-01,,Butler,Casey's,0.142304184,0.022659013
2012-01,,Butler,J,0.144713515,0.007965158
2012-01,,Butler,K,0.132884125,0.040856172
2012-01,,Butler,T,0.128115511,0.015929727
2012-01,,Calhoun,Affiliated,0.297409419,0.077298824
2012-01,,Calhoun,Jubilee,0.156711832,0.033444994
2012-01,,Calhoun,Kum,0.099461588,0.023266838
2012-01,,Calhoun,Super,0.446417162,0.094933943
2012-01,,Carroll,Casey's,0.010144,0.000519537
2012-01,,Carroll,Cork,0.073993459,0.014003477
2012-01,,Carroll,Fareway,0.082499506,0.009347443
2012-01,,Carroll,Hy-Vee,0.508130054,0.091766938
2012-01,,Carroll,Kick,0.070027187,0.014303453
2012-01,,Carroll,Main,0.046597665,0.00664652
2012-01,,Carroll,Sparky's,0.039645732,0.006618395
2012-01,,Carroll,Sperry,0.019392435,0.005008904
2012-01,,Carroll,Wal-Mart,0.149569962,0.034927809
2012-01,,Cass,After,0.18321335,0.038305277
2012-01,,Cass,Fareway,0.062089363,0.018875629
2012-01,,Cass,Hy-Vee,0.520925074,0.1222065
2012-01,,Cass,Main,0.066246612,0.012824185
2012-01,,Cass,Mj's,0.034693918,0.011914152
2012-01,,Cass,Wal-Mart,0.132831683,0.028795284
2012-01,,Cedar,Casey's,0.081671515,0.013432335
2012-01,,Cedar,Dewey's,0.142621204,0.017787193
2012-01,,Cedar,JEFF'S,0.142658578,0.031190003
2012-01,,Cedar,Kum,0.120599873,0.012554786
2012-01,,Cedar,Tipton,0.407535338,0.07628251
2012-01,,Cedar,Wal-Mart,0.104913491,0.010898356
2012-01,,Cerro Gordo,Dugans,0.021143276,0.004820768
2012-01,,Cerro Gordo,Fareway,0.072663549,0.008613972
2012-01,,Cerro Gordo,Hy-Vee,0.41028389,0.066027498
2012-01,,Cerro Gordo,Kum,0.02826168,0.007368438
2012-01,,Cerro Gordo,Lake,0.111596011,0.023985869
2012-01,,Cerro Gordo,Nash,0.022897702,0.004165588
2012-01,,Cerro Gordo,North,0.077667334,0.014776337
2012-01,,Cerro Gordo,Quick,0.159206,0.045159081
2012-01,,Cerro Gordo,Super,0.030581952,0.005359089
2012-01,,Cerro Gordo,Wal-Mart,0.065698606,0.017767567
2012-01,,Cherokee,A,0.340005115,0.077412314
2012-01,,Cherokee,Fareway,0.056008705,0.008978185
2012-01,,Cherokee,Hy-Vee,0.338501245,0.07177642
2012-01,,Cherokee,Jeff's,0.030967258,0.007308447
2012-01,,Cherokee,Liquor,0.234517678,0.052665208
2012-01,,Chickasaw,A.,0.051254301,0.010642319
2012-01,,Chickasaw,Bucky's,0.207870634,0.054923272
2012-01,,Chickasaw,Fareway,0.289289047,0.039772135
2012-01,,Chickasaw,Fredericksburg,0.086628595,0.005998538
2012-01,,Chickasaw,Kolby's,0.364957422,0.059906702
2012-01,,Clarke,Casey's,0.045462522,0.011943309
2012-01,,Clarke,Fareway,0.136888743,0.017503369
2012-01,,Clarke,Hy-Vee,0.298023979,0.052628322
2012-01,,Clarke,Kum,0.076283438,0.006384172
2012-01,,Clarke,Terribles,0.060883908,0.027203999
2012-01,,Clarke,Wal-Mart,0.382457411,0.118027452
2012-01,,Clay,Barb's,0.013039087,0.005625084
2012-01,,Clay,C's,0.235219371,0.031909942
2012-01,,Clay,Cargo,0.012864694,0.002533174
2012-01,,Clay,Casey's,0.022828561,0.004799559
2012-01,,Clay,Fareway,0.054652274,0.011586134
2012-01,,Clay,Hy-Vee,0.489673499,0.099257475
2012-01,,Clay,Wal-Mart,0.171722514,0.027740109
2012-01,,Clayton,Casey's,0.024697745,0.004529609
2012-01,,Clayton,FRANKLIN,0.187399819,0.055359711
2012-01,,Clayton,Hy-Vee,0.177775585,0.033452084
2012-01,,Clayton,Karl's,0.12812055,0.034310719
2012-01,,Clayton,MOORE'S,0.078834983,0.016855074
2012-01,,Clayton,Mcgregor's,0.179588555,0.056481743
2012-01,,Clayton,SPEEDE,0.038938991,0.008118808
2012-01,,Clayton,Strawberry,0.184643773,0.020385017
2012-01,,Clinton,Barnes,0.064484757,0.017428498
2012-01,,Clinton,Camanche,0.033783904,0.012966258
2012-01,,Clinton,Casey's,0.00330522,0.000841748
2012-01,,Clinton,Circle,0.010254581,0.003629743
2012-01,,Clinton,Fareway,0.021881674,0.003005427
2012-01,,Clinton,Hy-Vee,0.574621913,0.118414506
2012-01,,Clinton,Mandm,0.009265306,0.001014305
2012-01,,Clinton,Osco,0.094094277,0.013611389
2012-01,,Clinton,Smokin',0.026523485,0.004682059
2012-01,,Clinton,Sunny's,0.016883335,0.002101646
2012-01,,Clinton,USA,0.00702389,0.001845534
2012-01,,Clinton,Wal-Mart,0.137877657,0.042839836
2012-01,,Crawford,Fareway,0.052435432,0.008283704
2012-01,,Crawford,Hy-Vee,0.540259615,0.158810608
2012-01,,Crawford,No,0.133843688,0.029493451
2012-01,,Crawford,Schleswig,0.163555662,0.049335504
2012-01,,Crawford,Wal-Mart,0.109905602,0.027997027
2012-01,,Dallas,Casey's,0.026437228,0.008492734
2012-01,,Dallas,Costco,0.718826334,0.261832066
2012-01,,Dallas,Fareway,0.062906946,0.013607114
2012-01,,Dallas,Hy-Vee,0.060462938,0.015988926
2012-01,,Dallas,KUM,0.036151214,0.01099939
2012-01,,Dallas,Kum,0.040451175,0.007540431
2012-01,,Dallas,Shugar's,0.044500897,0.008895605
2012-01,,Dallas,Spirits,0.010263268,0.004332765
2012-01,,Davis,Keith's,1,0.212821132
2012-01,,Decatur,Casey's,0.267328347,0.079838717
2012-01,,Decatur,KUM,0.303349769,0.076066398
2012-01,,Decatur,Korthouse,0.429321883,0.030609913
2012-01,,Delaware,Cork,0.600722296,0.157597149
2012-01,,Delaware,Fareway,0.287186226,0.104482582
2012-01,,Delaware,The,0.040547398,0.009691591
2012-01,,Delaware,Wal-Mart,0.071544079,0.015721177
2012-01,,Des Moines,CIRCLE,0.01268976,0.002139652
2012-01,,Des Moines,Cigarette,0.02507526,0.005138732
2012-01,,Des Moines,Fareway,0.026128338,0.005433488
2012-01,,Des Moines,Gasland,0.014713157,0.001447575
2012-01,,Des Moines,Hy-Vee,0.644824566,0.159957391
2012-01,,Des Moines,Kum,0.057778237,0.014876743
2012-01,,Des Moines,Mepo,0.030876335,0.010673703
2012-01,,Des Moines,Tom's,0.034237074,0.009142759
2012-01,,Des Moines,Wal-Mart,0.153677273,0.023431636
2012-01,,Dickinson,Buy,0.011529817,0.003648483
2012-01,,Dickinson,Casey's,0.00400225,0.000414003
2012-01,,Dickinson,Fareway,0.025157292,0.003169188
2012-01,,Dickinson,Forbes,0.119234413,0.030329178
2012-01,,Dickinson,Great,0.043478932,0.013372525
2012-01,,Dickinson,Hy-Vee,0.289753386,0.082217773
2012-01,,Dickinson,KUM,0.014460987,0.00298927
2012-01,,Dickinson,Kum,0.00689435,0.002336126
2012-01,,Dickinson,Okoboji,0.315276245,0.080687589
2012-01,,Dickinson,Pronto,0.021488393,0.003258492
2012-01,,Dickinson,THE,0.015839422,0.004071775
2012-01,,Dickinson,Tobacco,0.014061481,0.001541647
2012-01,,Dickinson,Wal-Mart,0.118823032,0.036909168
2012-01,,Dubuque,Beecher,0.103081389,0.028398657
2012-01,,Dubuque,Brothers,0.023782889,0.004465152
2012-01,,Dubuque,Casey's,0.008642427,0.002607392
2012-01,,Dubuque,Eagle,0.018739557,0.003637723
2012-01,,Dubuque,Fareway,0.020329814,0.004643227
2012-01,,Dubuque,Hartig,0.041510416,0.007279593
2012-01,,Dubuque,Hy-Vee,0.292256618,0.072543669
2012-01,,Dubuque,Iowa,0.057475292,0.007862591
2012-01,,Dubuque,Main,0.022841747,0.004755119
2012-01,,Dubuque,Oky,0.014032638,0.00363367
2012-01,,Dubuque,Payless,0.034754085,0.007415913
2012-01,,Dubuque,Puff,0.006165467,0.001717754
2012-01,,Dubuque,Sam's,0.066696218,0.021302499
2012-01,,Dubuque,Sid's,0.251409821,0.062848223
2012-01,,Dubuque,Target,0.002160347,0.00046525
2012-01,,Dubuque,Wal-Mart,0.036121274,0.009202179
2012-01,,Emmet,Armstrong,0.169715955,0.042966264
2012-01,,Emmet,Fareway,0.201217785,0.013036069
2012-01,,Emmet,Hy-Vee,0.62906626,0.110157597
2012-01,,Fayette,Charley's,0.039586306,0.006265986
2012-01,,Fayette,Fareway,0.305667026,0.069726876
2012-01,,Fayette,Kuennen's,0.064130017,0.009207734
2012-01,,Fayette,L,0.224556163,0.053137208
2012-01,,Fayette,Moore's,0.124018163,0.021440874
2012-01,,Fayette,Spirits,0.163672303,0.032255215
2012-01,,Fayette,THE,0.078370021,0.022385876
2012-01,,Floyd,Casey's,0.01669526,0.003721382
2012-01,,Floyd,Chubbys,0.029828806,0.008054743
2012-01,,Floyd,Fareway,0.058083619,0.005738586
2012-01,,Floyd,Hy-Vee,0.782300506,0.162030429
2012-01,,Floyd,"Liquor,",0.113091809,0.010231009
2012-01,,Franklin,Casey's,0.038231328,0.011178717
2012-01,,Franklin,Fareway,0.110959977,0.015936516
2012-01,,Franklin,KUM,0.089147693,0.011493525
2012-01,,Franklin,Liquor,0.552060305,0.115316318
2012-01,,Franklin,Northside,0.209600696,0.04879572
2012-01,,Fremont,Casey's,1,0.155544332
2012-01,,Greene,Casey's,0.071043542,0.008103148
2012-01,,Greene,Fareway,0.454198559,0.085258387
2012-01,,Greene,Pit,0.474757899,0.136377185
2012-01,,Grundy,Casey's,0.439479521,0.077028955
2012-01,,Grundy,Grundy,0.163206452,0.026526177
2012-01,,Grundy,Hometown,0.089533842,0.023133885
2012-01,,Grundy,Scotty's,0.237514729,0.078689498
2012-01,,Grundy,Trunck's,0.070265455,0.008685706
2012-01,,Guthrie,Casey's,0.083942894,0.029857273
2012-01,,Guthrie,Hometown,0.393003129,0.055968961
2012-01,,Guthrie,KUM,0.1218424,0.0279848
2012-01,,Guthrie,Reinhart,0.401211577,0.095766512
2012-01,,Hamilton,Fareway,0.084085778,0.004732053
2012-01,,Hamilton,Hy-Vee,0.245667674,0.037024404
2012-01,,Hamilton,KUM,0.098985071,0.0236651
2012-01,,Hamilton,Kum,0.093094632,0.012497592
2012-01,,Hamilton,Lena's,0.331149822,0.086988073
2012-01,,Hamilton,Mccoy's,0.087151025,0.022738022
2012-01,,Hamilton,Stratford,0.059865997,0.019051117
2012-01,,Hancock,Britt,0.283364076,0.032746284
2012-01,,Hancock,Casey's,0.716635924,0.146351607
2012-01,,Hardin,Fareway,0.142844252,0.034911439
2012-01,,Hardin,Hometown,0.036954599,0.004904069
2012-01,,Hardin,Hy-Vee,0.494036835,0.11045393
2012-01,,Hardin,KUM,0.007722008,0.005843235
2012-01,,Hardin,Kum,0.008674395,0.00227079
2012-01,,Hardin,Shamrock,0.093872316,0.023702485
2012-01,,Hardin,Wal-Mart,0.215895595,0.038256364
2012-01,,Harrison,Crossroads,0.24428622,0.055961349
2012-01,,Harrison,Food,0.308853033,0.071088553
2012-01,,Harrison,Foodland,0.323572437,0.043369837
2012-01,,Harrison,Logan,0.123288311,0.034580197
2012-01,,Henry,Hy-Vee,0.55887068,0.096291463
2012-01,,Henry,Wal-Mart,0.44112932,0.09541103
2012-01,,Howard,Cresco,0.784355444,0.139297184
2012-01,,Howard,Fareway,0.164385044,0.020336769
2012-01,,Howard,Laddy's,0.051259512,0.005490545
2012-01,,Humboldt,Casey's,0.024550964,0.002215287
2012-01,,Humboldt,Fareway,0.132416136,0.009402343
2012-01,,Humboldt,Hy-Vee,0.843032899,0.410729151
2012-01,,Ida,Discount,0.067530766,0.014039149
2012-01,,Ida,Ida,0.271079591,0.055743649
2012-01,,Ida,"Spirits,",0.661389643,0.190448561
2012-01,,Iowa,Big,0.14800544,0.010189827
2012-01,,Iowa,Burg,0.205996639,0.057920859
2012-01,,Iowa,Hometown,0.056630897,0.008580216
2012-01,,Iowa,Johncy's,0.301875896,0.057232091
2012-01,,Iowa,Kum,0.032313531,0.005367049
2012-01,,Iowa,North,0.060463239,0.003516512
2012-01,,Iowa,Schnucks,0.194714359,0.040434164
2012-01,,Jackson,B,0.48797393,0.109787527
2012-01,,Jackson,Bender's,0.183850868,0.047831415
2012-01,,Jackson,Casey's,0.01183146,0.002173979
2012-01,,Jackson,D,0.029496039,0.003039265
2012-01,,Jackson,Fareway,0.076390203,0.01501635
2012-01,,Jackson,Wal-Mart,0.210457501,0.043686897
2012-01,,Jasper,Casey's,0.00704232,0.002435456
2012-01,,Jasper,Fareway,0.058247604,0.010619887
2012-01,,Jasper,Hometown,0.011135987,0.000467751
2012-01,,Jasper,Hy-Vee,0.619047507,0.128958365
2012-01,,Jasper,Kellogg,0.031462746,0.004681262
2012-01,,Jasper,Kum,0.031233556,0.006434018
2012-01,,Jasper,Monroe,0.027528181,0.004206952
2012-01,,Jasper,Pit,0.090048139,0.016380669
2012-01,,Jasper,Ryan's,0.022265322,0.00359434
2012-01,,Jasper,Shugar's,0.043085694,0.00926873
2012-01,,Jasper,Wal-Mart,0.058902943,0.005631007
2012-01,,Jefferson,Hy-Vee,0.888005631,0.186934346
2012-01,,Jefferson,Kum,0.065277845,0.007910391
2012-01,,Jefferson,Wal-Mart,0.046716524,0.011291445
2012-01,,Johnson,Bootleggin',0.023812557,0.004238784
2012-01,,Johnson,CVS,0.01568032,0.002926806
2012-01,,Johnson,Casey's,0.003720338,0.001545429
2012-01,,Johnson,Corridor,0.031729935,0.022020954
2012-01,,Johnson,Fareway,0.02637035,0.005700627
2012-01,,Johnson,Hartig,0.016849005,0.003777599
2012-01,,Johnson,Hy-Vee,0.502064925,0.109435471
2012-01,,Johnson,John's,0.036590489,0.008214295
2012-01,,Johnson,KUM,0.007629687,0.001267917
2012-01,,Johnson,Keystone,0.015669329,0.003500748
2012-01,,Johnson,Kum,0.014960768,0.00338275
2012-01,,Johnson,Liquor,0.111778514,0.017378896
2012-01,,Johnson,Sam's,0.009608038,0.002608178
2012-01,,Johnson,Sauce,0.054370808,0.007729677
2012-01,,Johnson,Smokin',0.020034146,0.002671243
2012-01,,Johnson,THE,0.021082201,0.006829496
2012-01,,Johnson,Target,0.007997779,0.002821423
2012-01,,Johnson,The,0.004381492,0.001229129
2012-01,,Johnson,Wal-Mart,0.066858949,0.018993833
2012-01,,Jones,Anamosa,0.481689153,0.120991125
2012-01,,Jones,Fareway,0.077194229,0.020440613
2012-01,,Jones,Great,0.250867705,0.054291085
2012-01,,Jones,Wal-Mart,0.190248913,0.064740472
2012-01,,Keokuk,Keota,0.181675702,0.032130333
2012-01,,Keokuk,T-N-T,0.818324298,0.149272514
2012-01,,Kossuth,Bancroft,0.195563766,0.050576387
2012-01,,Kossuth,Fareway,0.078070226,0.025405868
2012-01,,Kossuth,Hy-Vee,0.304861253,0.077464786
2012-01,,Kossuth,Jumbo's,0.122727987,0.018856477
2012-01,,Kossuth,Private,0.104377471,0.040760209
2012-01,,Kossuth,Wine,0.194399297,0.056978848
2012-01,,Lee,Casey's,0.005199818,0.001464931
2012-01,,Lee,Cigarette,0.010433251,0.001303145
2012-01,,Lee,County,0.074120981,0.019595448
2012-01,,Lee,Fraise,0.064600121,0.019850173
2012-01,,Lee,Hy-Vee,0.242090895,0.054093929
2012-01,,Lee,Keokuk,0.320538583,0.055577523
2012-01,,Lee,Quicker,0.117841078,0.017697675
2012-01,,Lee,Save,0.089405815,0.009163959
2012-01,,Lee,Smokin',0.019205362,0.002552821
2012-01,,Lee,Wal-Mart,0.056564095,0.013646881
2012-01,,Linn,B,0.004187265,0.000803074
2012-01,,Linn,Benz,0.094557862,0.022996858
2012-01,,Linn,CENTER,0.003184217,0.000444978
2012-01,,Linn,CVS,0.017088372,0.00604739
2012-01,,Linn,Casey's,0.02317207,0.00706203
2012-01,,Linn,Clark,0.002663398,0.000444802
2012-01,,Linn,Discount,0.014540799,0.002818059
2012-01,,Linn,Fareway,0.012729088,0.003252516
2012-01,,Linn,Gary's,0.009145352,0.002108276
2012-01,,Linn,Guppys,0.00063607,0.000202692
2012-01,,Linn,Hawkeye,0.002720082,0.000151606
2012-01,,Linn,Hometown,0.002701468,0.000459985
2012-01,,Linn,Hy-Vee,0.39202899,0.077681915
2012-01,,Linn,KUM,0.001384236,0.000348578
2012-01,,Linn,Kum,0.008311873,0.001663114
2012-01,,Linn,Palo,0.006899942,0.00316718
2012-01,,Linn,Point,0.00720957,0.001077488
2012-01,,Linn,Quick,0.004975492,0.001238481
2012-01,,Linn,Sam's,0.14167353,0.018559567
2012-01,,Linn,Smokin',0.025283087,0.003590068
2012-01,,Linn,Target,0.022041995,0.004881795
2012-01,,Linn,Todds,0.005720442,0.001452382
2012-01,,Linn,Uptown,0.015765298,0.002997175
2012-01,,Linn,Wal-Mart,0.051546329,0.011745336
2012-01,,Linn,Wilkie,0.129833173,0.030454594
2012-01,,Louisa,Econ-o-mart,0.42351155,0.080867761
2012-01,,Louisa,KUM,0.11567157,0.015557968
2012-01,,Louisa,New,0.201979767,0.079852174
2012-01,,Louisa,Newport,0.043054337,0.008065386
2012-01,,Louisa,Wapello,0.215782776,0.0432251
2012-01,,Lucas,Hy-Vee,1,0.154172587
2012-01,,Lyon,Direct,0.021243519,0.010910356
2012-01,,Lyon,Grand,0.147186623,0.044125699
2012-01,,Lyon,Larchwood,0.229891312,0.086107935
2012-01,,Lyon,Last,0.089971049,0.027642563
2012-01,,Lyon,Liquor,0.332113213,0.093391768
2012-01,,Lyon,The,0.063468448,0.024252909
2012-01,,Lyon,Todd's,0.116125836,0.024561336
2012-01,,Madison,Fareway,0.400825892,0.140898191
2012-01,,Madison,Rodgers,0.599174108,0.1302431
2012-01,,Mahaska,Cork,0.52086955,0.124502389
2012-01,,Mahaska,Fareway,0.034613855,0.007968247
2012-01,,Mahaska,Hy-Vee,0.245057281,0.034994886
2012-01,,Mahaska,Kum,0.055154279,0.017341429
2012-01,,Mahaska,Wal-Mart,0.144305035,0.03281757
2012-01,,Marion,D,0.073121683,0.024845413
2012-01,,Marion,Fareway,0.057531001,0.011076326
2012-01,,Marion,Hy-Vee,0.568259845,0.160994
2012-01,,Marion,KUM,0.01990163,0.005970332
2012-01,,Marion,Katy,0.011710055,0.002588652
2012-01,,Marion,Pleasantville,0.038768763,0.005821108
2012-01,,Marion,Round,0.110372786,0.011658336
2012-01,,Marion,Wal-Mart,0.120334237,0.036970566
2012-01,,Marshall,7,0.135691285,0.030220666
2012-01,,Marshall,Casey's,0.010976169,0.00235301
2012-01,,Marshall,Fareway,0.024352695,0.004557345
2012-01,,Marshall,Good,0.011533655,0.003064575
2012-01,,Marshall,Hy-Vee,0.608268488,0.116340548
2012-01,,Marshall,KUM,0.008686289,0.000938846
2012-01,,Marshall,Kum,0.043051374,0.009859846
2012-01,,Marshall,LIQUOR,0.057260076,0.007647589
2012-01,,Marshall,Randhawa's,0.005915318,0.00067871
2012-01,,Marshall,T,0.0102479,0.002090971
2012-01,,Marshall,Wal-Mart,0.084016752,0.019957106
2012-01,,Mills,Casey's,0.070699785,0.013243724
2012-01,,Mills,Cheap,0.09709487,0.017652714
2012-01,,Mills,Lake,0.135368408,0.041901515
2012-01,,Mills,Newman's,0.293029646,0.051861373
2012-01,,Mills,No,0.403807292,0.049732273
2012-01,,Mitchell,Chuck's,0.459841405,0.109772287
2012-01,,Mitchell,Osage,0.433079589,0.059962829
2012-01,,Mitchell,The,0.107079006,0.027884436
2012-01,,Monona,J,0.518675229,0.111198517
2012-01,,Monona,Main,0.481324771,0.12775609
2012-01,,Monroe,Hy-Vee,0.379455837,0.103766587
2012-01,,Monroe,Jim,0.483042701,0.147741459
2012-01,,Monroe,KUM,0.137501463,0.029065693
2012-01,,Montgomery,Fareway,0.094298686,0.018157653
2012-01,,Montgomery,Hy-Vee,0.412785539,0.046826092
2012-01,,Montgomery,Swils,0.471983427,0.108947868
2012-01,,Montgomery,Villisca,0.020932348,0.001402706
2012-01,,Muscatine,CIRCLE,0.014124049,0.005575753
2012-01,,Muscatine,Fareway,0.050138476,0.007880235
2012-01,,Muscatine,Hy-Vee,0.611878958,0.108813376
2012-01,,Muscatine,JEFF'S,0.02893802,0.00520548
2012-01,,Muscatine,Jeff's,0.024764808,0.008095129
2012-01,,Muscatine,Kum,0.005414674,0.001435176
2012-01,,Muscatine,Nash,0.117690943,0.015072692
2012-01,,Muscatine,Smokin',0.029569838,0.006404894
2012-01,,Muscatine,Wal-Mart,0.117480233,0.021136338
2012-01,,O'Brien,Car-Go-Express,0.009445925,0.00141513
2012-01,,O'Brien,DYNO'S,0.03782189,0.003042943
2012-01,,O'Brien,Fareway,0.039197687,0.006110202
2012-01,,O'Brien,Hartley,0.032825742,0.008875883
2012-01,,O'Brien,Hy-Vee,0.549463813,0.121355655
2012-01,,O'Brien,Jensen,0.200655045,0.036264304
2012-01,,O'Brien,L,0.035442459,0.009353386
2012-01,,O'Brien,Liquor,0.031553141,0.008495426
2012-01,,O'Brien,Primghar,0.022170506,0.009322348
2012-01,,O'Brien,Shortee's,0.041423791,0.010725964
2012-01,,Osceola,Dyno's,0.26345051,0.037925007
2012-01,,Osceola,Jensen,0.73654949,0.136015718
2012-01,,Page,Ding's,0.23319349,0.06641959
2012-01,,Page,Fareway,0.068624593,0.007200128
2012-01,,Page,Hy-Vee,0.491899676,0.119305343
2012-01,,Page,KUM,0.012889592,0.005546044
2012-01,,Page,Kum,0.018040781,0.004110161
2012-01,,Page,Spencer's,0.175351869,0.039120831
2012-01,,Palo Alto,Celtics,0.505883367,0.113144223
2012-01,,Palo Alto,Dyno's,0.029219156,0.002494945
2012-01,,Palo Alto,Emmetsburg,0.228624898,0.028616828
2012-01,,Palo Alto,Fareway,0.062849967,0.002013082
2012-01,,Palo Alto,Ruthven,0.063514415,0.005744033
2012-01,,Palo Alto,Wild,0.109908196,0.028162542
2012-01,,Plymouth,Casey's,0.02558122,0.007201563
2012-01,,Plymouth,Cork,0.238721321,0.071512651
2012-01,,Plymouth,Fareway,0.027145159,0.011308759
2012-01,,Plymouth,Hy-Vee,0.418410355,0.081687813
2012-01,,Plymouth,Mrs.,0.120091803,0.039222618
2012-01,,Plymouth,Pronto,0.054757206,0.014619928
2012-01,,Plymouth,Wal-Mart,0.115292935,0.026538385
2012-01,,Pocahontas,Casey's,0.04770509,0.00697444
2012-01,,Pocahontas,Dyno's,0.561141375,0.096909667
2012-01,,Pocahontas,Laurens,0.391153535,0.067441909
2012-01,,Polk,Adventureland,9.49E-05,2.33E-05
2012-01,,Polk,Best,0.003549874,0.000733331
2012-01,,Polk,Casey's,0.001100491,0.000352422
2012-01,,Polk,Central,0.190775469,0.044216411
2012-01,,Polk,Dahl's,0.086864536,0.019502955
2012-01,,Polk,Downtown,0.002691893,0.000309051
2012-01,,Polk,Family,0.002106724,0.000604221
